Date,Winner,Loser,B365W,B365L,Year
2014-01-01,Gojowczyk P.,Kohlschreiber P.,4.0,1.22,2014
2014-01-01,Mayer F.,Murray A.,5.0,1.14,2014
2014-01-01,Hanescu V.,Verdasco F.,4.0,1.22,2014
2014-01-01,Brown D.,Karlovic I.,2.25,1.57,2014
2014-01-01,Nadal R.,Kamke T.,1.04,13.0,2014
2014-01-01,Gulbis E.,Kubot L.,1.16,5.0,2014
2014-01-01,Brands D.,Ferrer D.,5.5,1.14,2014
2014-01-01,Monfils G.,Gasquet R.,1.57,2.25,2014
2014-01-02,Gojowczyk P.,Brown D.,2.1,1.66,2014
2014-01-02,Nadal R.,Gulbis E.,1.2,4.33,2014
2014-01-02,Mayer F.,Hanescu V.,1.3,3.4,2014
2014-01-02,Monfils G.,Brands D.,1.44,2.62,2014
2014-01-03,Nadal R.,Gojowczyk P.,1.01,26.0,2014
2014-01-03,Monfils G.,Mayer F.,1.28,3.75,2014
2014-01-04,Nadal R.,Monfils G.,1.4,3.0,2014
2014-01-06,Giraldo S.,Montanes A.,1.2,4.33,2014
2014-01-06,Sock J.,Mannarino A.,2.2,1.61,2014
2014-01-06,Zeballos H.,Volandri F.,1.33,3.25,2014
2014-01-06,Young D.,Delbonis F.,1.33,3.25,2014
2014-01-06,Lacko L.,Statham J.,1.12,6.0,2014
2014-01-07,Garcia-Lopez G.,Haase R.,2.0,1.72,2014
2014-01-07,Bautista R.,Gimeno-Traver D.,1.4,2.75,2014
2014-01-07,Kohlschreiber P.,Carreno-Busta P.,1.14,5.5,2014
2014-01-07,Lu Y.H.,Sijsling I.,3.0,1.36,2014
2014-01-07,Paire B.,Przysiezny M.,1.5,2.5,2014
2014-01-07,Klahn B.,Brands D.,3.0,1.36,2014
2014-01-07,Johnson S.,Baghdatis M.,3.0,1.36,2014
2014-01-07,Sock J.,Haas T.,3.4,1.3,2014
2014-01-07,Kohlschreiber P.,Zeballos H.,1.14,5.0,2014
2014-01-08,Isner J.,Lacko L.,1.36,3.0,2014
2014-01-08,Bautista R.,Paire B.,2.1,1.66,2014
2014-01-08,Lu Y.H.,Klahn B.,1.66,2.1,2014
2014-01-08,Johnson S.,Anderson K.,3.25,1.33,2014
2014-01-08,Garcia-Lopez G.,Giraldo S.,1.72,2.0,2014
2014-01-08,Ferrer D.,Young D.,1.1,7.0,2014
2014-01-08,Bautista R.,Sock J.,1.66,2.1,2014
2014-01-09,Isner J.,Kohlschreiber P.,2.0,1.72,2014
2014-01-09,Lu Y.H.,Johnson S.,1.53,2.37,2014
2014-01-09,Ferrer D.,Garcia-Lopez G.,1.14,5.5,2014
2014-01-10,Isner J.,Bautista R.,1.44,2.75,2014
2014-01-10,Lu Y.H.,Ferrer D.,5.0,1.16,2014
2014-01-11,Isner J.,Lu Y.H.,1.44,2.75,2014
2014-01-06,Istomin D.,Andujar P.,1.18,4.5,2014
2014-01-06,Benneteau J.,Ebden M.,1.57,2.25,2014
2014-01-06,Rosol L.,Sousa J.,1.61,2.2,2014
2014-01-07,Cilic M.,Struff J-L.,1.12,6.0,2014
2014-01-07,Mahut N.,Harrison R.,1.83,1.83,2014
2014-01-07,Ramos A.,Querrey S.,4.5,1.16,2014
2014-01-07,Stepanek R.,Groth S.,1.2,4.33,2014
2014-01-07,Stakhovsky S.,Berlocq C.,1.44,2.62,2014
2014-01-07,Kavcic B.,Nieminen J.,3.75,1.25,2014
2014-01-07,Matosevic M.,Mayer F.,2.1,1.66,2014
2014-01-07,Dolgopolov O.,Roger-Vasselin E.,1.4,2.75,2014
2014-01-07,Tomic B.,Granollers M.,1.3,3.4,2014
2014-01-08,Matosevic M.,Seppi A.,1.66,2.1,2014
2014-01-08,Stakhovsky S.,Benneteau J.,2.62,1.44,2014
2014-01-08,Tursunov D.,Rosol L.,1.53,2.37,2014
2014-01-08,Stepanek R.,Ramos A.,1.2,4.33,2014
2014-01-08,Del Potro J.M.,Mahut N.,1.11,6.5,2014
2014-01-08,Tomic B.,Kavcic B.,1.18,4.5,2014
2014-01-08,Istomin D.,Cilic M.,3.0,1.36,2014
2014-01-08,Dolgopolov O.,Janowicz J.,1.8,1.9,2014
2014-01-09,Del Potro J.M.,Stepanek R.,1.25,3.75,2014
2014-01-09,Tursunov D.,Istomin D.,2.2,1.61,2014
2014-01-09,Tomic B.,Dolgopolov O.,2.0,1.72,2014
2014-01-09,Stakhovsky S.,Matosevic M.,2.25,1.57,2014
2014-01-10,Del Potro J.M.,Tursunov D.,1.2,4.5,2014
2014-01-10,Tomic B.,Stakhovsky S.,1.36,3.25,2014
2014-01-11,Del Potro J.M.,Tomic B.,1.25,4.0,2014
2014-01-13,Dodig I.,Karlovic I.,1.53,2.37,2014
2014-01-13,Nieminen J.,Sela D.,1.44,2.62,2014
2014-01-13,Youzhny M.,Struff J.L.,1.22,4.0,2014
2014-01-13,Falla A.,Kukushkin M.,1.66,2.1,2014
2014-01-13,Querrey S.,Giraldo S.,1.36,3.0,2014
2014-01-13,Mannarino A.,Johnson S.,2.2,1.61,2014
2014-01-13,Wawrinka S.,Golubev A.,1.04,13.0,2014
2014-01-13,Dzumhur D.,Hajek J.,1.5,2.5,2014
2014-01-13,Thiem D.,Sousa J.,2.0,1.72,2014
2014-01-13,Mayer F.,Kudla D.,1.28,3.5,2014
2014-01-13,Ferrer D.,Gonzalez A.,1.02,17.0,2014
2014-01-13,Anderson K.,Vesely J.,1.33,3.25,2014
2014-01-13,Gulbis E.,Monaco J.,1.16,5.0,2014
2014-01-13,De Schepper K.,Wu D.,1.83,1.83,2014
2014-01-13,Gasquet R.,Guez D.,1.06,10.0,2014
2014-01-13,Berdych T.,Nedovyesov A.,1.01,23.0,2014
2014-01-13,Ebden M.,Mahut N.,2.37,1.53,2014
2014-01-13,Chardy J.,Huta Galung J.,1.1,7.0,2014
2014-01-13,Fognini F.,Bogomolov A.,1.66,2.1,2014
2014-01-13,Mayer L.,Montanes A.,1.36,3.0,2014
2014-01-13,Benneteau J.,Carreno-Busta P.,1.3,3.4,2014
2014-01-13,Robredo T.,Rosol L.,1.8,1.9,2014
2014-01-13,Roger-Vasselin E.,Berlocq C.,1.36,3.0,2014
2014-01-13,Garcia-Lopez G.,Haas T.,2.5,1.5,2014
2014-01-13,Janowicz J.,Thompson J.,1.25,3.75,2014
2014-01-13,Pospisil V.,Groth S.,1.4,2.75,2014
2014-01-13,Andujar P.,Ramos A.,2.37,1.53,2014
2014-01-13,Davydenko N.,Kubot L.,1.57,2.25,2014
2014-01-13,Dolgopolov O.,Berankis R.,1.33,3.25,2014
2014-01-13,Tursunov D.,Russell M.,1.11,6.5,2014
2014-01-13,Djokovic N.,Lacko L.,1.0,41.0,2014
2014-01-13,Istomin D.,Baghdatis M.,1.57,2.25,2014
2014-01-14,Lajovic D.,Pouille L.,1.4,2.75,2014
2014-01-14,Dimitrov G.,Klahn B.,1.18,4.5,2014
2014-01-14,Nishikori K.,Matosevic M.,1.22,4.0,2014
2014-01-14,Przysiezny M.,Zeballos H.,1.5,2.5,2014
2014-01-14,Raonic M.,Gimeno-Traver D.,1.04,13.0,2014
2014-01-14,Lu Y.H.,Wang J.,1.22,4.0,2014
2014-01-14,Hanescu V.,Gojowczyk P.,2.75,1.4,2014
2014-01-14,Klizan M.,Isner J.,7.0,1.1,2014
2014-01-14,Rola B.,Delbonis F.,1.66,2.1,2014
2014-01-14,Federer R.,Duckworth J.,1.01,21.0,2014
2014-01-14,Gabashvili T.,Stakhovsky S.,4.5,1.18,2014
2014-01-14,Kavcic B.,Stepanek R.,3.5,1.28,2014
2014-01-14,Bellucci T.,Reister J.,1.28,3.5,2014
2014-01-14,Paire B.,Dancevic F.,1.33,3.25,2014
2014-01-14,Kyrgios N.,Becker B.,2.0,1.72,2014
2014-01-14,Verdasco F.,Zhang Z.,1.1,7.0,2014
2014-01-14,Seppi A.,Hewitt L.,4.0,1.22,2014
2014-01-14,Berrer M.,Llodra M.,1.61,2.2,2014
2014-01-14,Bautista R.,Smyczek T.,1.22,4.0,2014
2014-01-14,Del Potro J.M.,Williams R.,1.01,26.0,2014
2014-01-14,Millot V.,Odesnik W.,3.0,1.36,2014
2014-01-14,Lopez F.,Devvarman S.,1.2,4.33,2014
2014-01-14,Young D.,Haase R.,2.2,1.61,2014
2014-01-14,Simon G.,Brands D.,3.0,1.36,2014
2014-01-14,Sock J.,Kamke T.,2.5,1.5,2014
2014-01-14,Murray A.,Soeda G.,1.02,17.0,2014
2014-01-14,Kokkinakis T.,Sijsling I.,2.37,1.53,2014
2014-01-14,Cilic M.,Granollers M.,1.16,5.0,2014
2014-01-14,Monfils G.,Harrison R.,1.11,6.5,2014
2014-01-14,Nadal R.,Tomic B.,1.04,13.0,2014
2014-01-15,Berdych T.,De Schepper K.,1.02,19.0,2014
2014-01-15,Dzumhur D.,Dodig I.,5.5,1.14,2014
2014-01-15,Mayer F.,Youzhny M.,2.5,1.5,2014
2014-01-15,Gasquet R.,Davydenko N.,1.18,4.5,2014
2014-01-15,Janowicz J.,Andujar P.,1.25,3.75,2014
2014-01-15,Ferrer D.,Mannarino A.,1.04,13.0,2014
2014-01-15,Chardy J.,Dolgopolov O.,2.1,1.66,2014
2014-01-15,Robredo T.,Benneteau J.,1.72,2.0,2014
2014-01-15,Djokovic N.,Mayer L.,1.002,34.0,2014
2014-01-15,Istomin D.,Tursunov D.,2.0,1.72,2014
2014-01-15,Roger-Vasselin E.,Garcia-Lopez G.,2.1,1.66,2014
2014-01-15,Querrey S.,Gulbis E.,2.75,1.4,2014
2014-01-15,Anderson K.,Thiem D.,1.44,2.62,2014
2014-01-15,Fognini F.,Nieminen J.,1.72,2.0,2014
2014-01-15,Wawrinka S.,Falla A.,1.07,9.0,2014
2014-01-15,Pospisil V.,Ebden M.,1.4,2.75,2014
2014-01-16,Nishikori K.,Lajovic D.,1.07,9.0,2014
2014-01-16,Young D.,Seppi A.,2.62,1.44,2014
2014-01-16,Klizan M.,Rola B.,1.57,2.25,2014
2014-01-16,Tsonga J.W.,Bellucci T.,1.06,10.0,2014
2014-01-16,Robert S.,Przysiezny M.,2.5,1.5,2014
2014-01-16,Federer R.,Kavcic B.,1.02,19.0,2014
2014-01-16,Nadal R.,Kokkinakis T.,1.002,34.0,2014
2014-01-16,Dimitrov G.,Lu Y.H.,1.4,2.75,2014
2014-01-16,Simon G.,Cilic M.,3.5,1.28,2014
2014-01-16,Raonic M.,Hanescu V.,1.12,6.0,2014
2014-01-16,Lopez F.,Berrer M.,1.25,3.75,2014
2014-01-16,Gabashvili T.,Verdasco F.,6.5,1.11,2014
2014-01-16,Monfils G.,Sock J.,1.1,7.0,2014
2014-01-16,Bautista R.,Del Potro J.M.,11.0,1.05,2014
2014-01-16,Murray A.,Millot V.,1.002,34.0,2014
2014-01-16,Paire B.,Kyrgios N.,1.38,2.87,2014
2014-01-16,Wawrinka S.,Pospisil V.,1.12,6.0,2014
2014-01-17,Mayer F.,Janowicz J.,1.5,2.5,2014
2014-01-17,Ferrer D.,Chardy J.,1.28,3.5,2014
2014-01-17,Anderson K.,Roger-Vasselin E.,1.44,2.62,2014
2014-01-17,Berdych T.,Dzumhur D.,1.02,19.0,2014
2014-01-17,Robredo T.,Gasquet R.,2.62,1.44,2014
2014-01-17,Fognini F.,Querrey S.,2.5,1.5,2014
2014-01-17,Djokovic N.,Istomin D.,1.01,26.0,2014
2014-01-18,Robert S.,Klizan M.,2.2,1.66,2014
2014-01-18,Dimitrov G.,Raonic M.,2.1,1.72,2014
2014-01-18,Bautista R.,Paire B.,1.44,2.75,2014
2014-01-18,Murray A.,Lopez F.,1.11,6.5,2014
2014-01-18,Tsonga J.W.,Simon G.,1.14,5.5,2014
2014-01-18,Nishikori K.,Young D.,1.12,6.0,2014
2014-01-18,Nadal R.,Monfils G.,1.08,8.0,2014
2014-01-19,Ferrer D.,Mayer F.,1.25,4.0,2014
2014-01-19,Djokovic N.,Fognini F.,1.01,26.0,2014
2014-01-19,Berdych T.,Anderson K.,1.1,7.0,2014
2014-01-19,Wawrinka S.,Robredo T.,1.33,3.4,2014
2014-01-20,Dimitrov G.,Bautista R.,1.53,2.5,2014
2014-01-20,Nadal R.,Nishikori K.,1.02,17.0,2014
2014-01-20,Murray A.,Robert S.,1.01,26.0,2014
2014-01-20,Federer R.,Tsonga J.W.,1.57,2.37,2014
2014-01-21,Berdych T.,Ferrer D.,1.57,2.37,2014
2014-01-21,Wawrinka S.,Djokovic N.,9.0,1.07,2014
2014-01-22,Nadal R.,Dimitrov G.,1.1,7.0,2014
2014-01-22,Federer R.,Murray A.,1.66,2.2,2014
2014-01-23,Wawrinka S.,Berdych T.,1.66,2.2,2014
2014-01-24,Nadal R.,Federer R.,1.57,2.37,2014
2014-01-26,Wawrinka S.,Nadal R.,5.5,1.14,2014
2014-02-03,Mathieu P.H.,Mahut N.,3.0,1.36,2014
2014-02-04,Istomin D.,Ilhan M.,1.16,5.0,2014
2014-02-04,Mannarino A.,Millot V.,1.36,3.0,2014
2014-02-04,Gicquel M.,Llodra M.,3.0,1.36,2014
2014-02-04,Olivetti A.,De Schepper K.,2.2,1.61,2014
2014-02-04,Herbert P.H.,Artunedo Martinavarro A.,1.33,3.25,2014
2014-02-05,Sousa J.,Kamke T.,2.5,1.5,2014
2014-02-05,Nieminen J.,Nedovyesov A.,1.28,3.5,2014
2014-02-05,Monfils G.,Kubot L.,1.12,6.0,2014
2014-02-05,Brown D.,Gabashvili T.,1.8,1.9,2014
2014-02-05,Davydenko N.,Benneteau J.,2.75,1.4,2014
2014-02-05,Roger-Vasselin E.,Przysiezny M.,1.3,3.4,2014
2014-02-06,Istomin D.,Tursunov D.,1.66,2.1,2014
2014-02-06,Nieminen J.,Herbert P.H.,1.5,2.5,2014
2014-02-06,Gicquel M.,Simon G.,3.75,1.25,2014
2014-02-06,Olivetti A.,Davydenko N.,3.0,1.36,2014
2014-02-06,Monfils G.,Sousa J.,1.2,4.33,2014
2014-02-06,Roger-Vasselin E.,Brown D.,1.3,3.4,2014
2014-02-06,Gasquet R.,Mathieu P.H.,1.14,5.5,2014
2014-02-06,Janowicz J.,Mannarino A.,1.38,2.87,2014
2014-02-07,Nieminen J.,Gicquel M.,1.44,2.62,2014
2014-02-07,Monfils G.,Istomin D.,1.33,3.25,2014
2014-02-07,Janowicz J.,Roger-Vasselin E.,1.53,2.37,2014
2014-02-07,Gasquet R.,Olivetti A.,1.07,9.0,2014
2014-02-08,Monfils G.,Nieminen J.,1.16,5.0,2014
2014-02-08,Gasquet R.,Janowicz J.,1.5,2.62,2014
2014-02-09,Monfils G.,Gasquet R.,2.1,1.72,2014
2014-02-03,Mayer L.,Haider-Maurer A.,1.38,2.87,2014
2014-02-04,Garcia-Lopez G.,Reister J.,1.33,3.25,2014
2014-02-04,Bedene A.,Robert S.,1.83,1.83,2014
2014-02-04,Delbonis F.,Cuevas P.,1.72,2.0,2014
2014-02-04,Lorenzi P.,Gonzalez A.,1.57,2.25,2014
2014-02-04,Alund M.,Ramos A.,2.2,1.61,2014
2014-02-04,Carreno-Busta P.,Volandri F.,1.61,2.2,2014
2014-02-04,Daniel T.,Bellucci T.,4.33,1.2,2014
2014-02-04,Giraldo S.,Ramirez-Hidalgo R.,1.44,2.62,2014
2014-02-04,Gimeno-Traver D.,Dolgopolov O.,2.5,1.5,2014
2014-02-05,Zeballos H.,Lama G.,1.16,5.0,2014
2014-02-06,Chardy J.,Garin C.,1.16,5.0,2014
2014-02-05,Mayer L.,Robredo T.,3.0,1.36,2014
2014-02-05,Garcia-Lopez G.,Lorenzi P.,1.66,2.1,2014
2014-02-05,Giraldo S.,Granollers M.,1.9,1.8,2014
2014-02-06,Almagro N.,Alund M.,1.2,4.33,2014
2014-02-06,Daniel T.,Delbonis F.,3.4,1.3,2014
2014-02-06,Gimeno-Traver D.,Zeballos H.,1.83,1.83,2014
2014-02-06,Chardy J.,Carreno-Busta P.,1.53,2.37,2014
2014-02-06,Fognini F.,Bedene A.,1.18,4.5,2014
2014-02-07,Giraldo S.,Garcia-Lopez G.,1.61,2.2,2014
2014-02-07,Mayer L.,Gimeno-Traver D.,1.72,2.0,2014
2014-02-07,Fognini F.,Chardy J.,1.36,3.0,2014
2014-02-07,Almagro N.,Daniel T.,1.1,7.0,2014
2014-02-08,Mayer L.,Giraldo S.,1.72,2.1,2014
2014-02-08,Fognini F.,Almagro N.,1.72,2.1,2014
2014-02-09,Fognini F.,Mayer L.,1.22,4.33,2014
2014-02-03,Cilic M.,Delic M.,1.03,15.0,2014
2014-02-03,Becker B.,Huta Galung J.,1.5,2.5,2014
2014-02-04,Lajovic D.,Krstin P.,1.4,2.75,2014
2014-02-04,Phau B.,Pavic A.,1.8,1.9,2014
2014-02-04,Berrer M.,Coric B.,1.16,5.0,2014
2014-02-04,Lacko L.,Struff J.L.,1.72,2.0,2014
2014-02-04,Karlovic I.,Brands D.,1.8,1.9,2014
2014-02-05,Evans D.,Hajek J.,1.57,2.25,2014
2014-02-05,Sela D.,Rosol L.,2.37,1.53,2014
2014-02-05,Kuznetsov An.,Stakhovsky S.,3.0,1.36,2014
2014-02-05,Golubev A.,Hanescu V.,1.66,2.1,2014
2014-02-05,Sijsling I.,Kavcic B.,1.5,2.5,2014
2014-02-05,Cilic M.,Lajovic D.,1.1,7.0,2014
2014-02-06,Sela D.,Lacko L.,1.9,1.8,2014
2014-02-06,Phau B.,Youzhny M.,5.0,1.16,2014
2014-02-06,Evans D.,Berrer M.,2.5,1.5,2014
2014-02-06,Kohlschreiber P.,Golubev A.,1.3,3.4,2014
2014-02-06,Kuznetsov An.,Sijsling I.,2.75,1.4,2014
2014-02-06,Dodig I.,Karlovic I.,1.8,1.9,2014
2014-02-06,Haas T.,Becker B.,1.44,2.62,2014
2014-02-07,Phau B.,Sela D.,2.75,1.4,2014
2014-02-07,Cilic M.,Dodig I.,1.5,2.5,2014
2014-02-07,Evans D.,Kohlschreiber P.,5.0,1.16,2014
2014-02-07,Haas T.,Kuznetsov An.,1.18,4.5,2014
2014-02-08,Cilic M.,Phau B.,1.1,7.0,2014
2014-02-08,Haas T.,Evans D.,1.3,3.5,2014
2014-02-09,Cilic M.,Haas T.,1.5,2.62,2014
2014-02-10,Granollers M.,Bedene A.,1.53,2.37,2014
2014-02-10,Pella G.,Garcia-Lopez G.,2.37,1.53,2014
2014-02-10,Berlocq C.,Sousa J.,1.28,3.5,2014
2014-02-11,Andujar P.,Delbonis F.,2.25,1.57,2014
2014-02-11,Robredo T.,Carreno-Busta P.,1.25,3.75,2014
2014-02-11,Mayer L.,Arguello F.,1.5,2.5,2014
2014-02-11,Fognini F.,Reister J.,1.12,6.0,2014
2014-02-11,Haase R.,Alund M.,1.8,1.9,2014
2014-02-11,Giraldo S.,Montanes A.,1.4,2.75,2014
2014-02-11,Volandri F.,Garin C.,1.44,2.62,2014
2014-02-11,Ferrer D.,Gonzalez M.,1.05,11.0,2014
2014-02-12,Ramos A.,Monaco J.,3.25,1.33,2014
2014-02-12,Chardy J.,Gonzalez A.,1.18,4.5,2014
2014-02-12,Dolgopolov O.,Cuevas P.,1.33,3.25,2014
2014-02-12,Gimeno-Traver D.,Ramirez-Hidalgo R.,1.33,3.25,2014
2014-02-12,Almagro N.,Zeballos H.,1.12,6.0,2014
2014-02-12,Andujar P.,Granollers M.,2.2,1.61,2014
2014-02-12,Robredo T.,Pella G.,1.18,4.5,2014
2014-02-12,Fognini F.,Mayer L.,1.22,4.0,2014
2014-02-13,Haase R.,Berlocq C.,2.62,1.44,2014
2014-02-13,Chardy J.,Dolgopolov O.,1.57,2.25,2014
2014-02-13,Almagro N.,Gimeno-Traver D.,1.18,4.5,2014
2014-02-13,Ferrer D.,Giraldo S.,1.1,7.0,2014
2014-02-14,Ramos A.,Volandri F.,1.53,2.37,2014
2014-02-14,Robredo T.,Haase R.,1.4,2.75,2014
2014-02-14,Fognini F.,Andujar P.,1.28,3.5,2014
2014-02-14,Ferrer D.,Ramos A.,1.06,8.0,2014
2014-02-15,Almagro N.,Chardy J.,1.36,3.0,2014
2014-02-15,Fognini F.,Robredo T.,1.72,2.1,2014
2014-02-15,Ferrer D.,Almagro N.,1.28,3.75,2014
2014-02-16,Ferrer D.,Fognini F.,1.36,3.25,2014
2014-02-10,Vesely J.,Matosevic M.,2.62,1.44,2014
2014-02-10,Russell M.,Przysiezny M.,2.5,1.5,2014
2014-02-11,Smyczek T.,Kyrgios N.,1.72,2.0,2014
2014-02-11,Karlovic I.,Ebden M.,1.44,2.62,2014
2014-02-11,Baghdatis M.,Ram R.,1.53,2.37,2014
2014-02-11,Becker B.,Lacko L.,2.0,1.72,2014
2014-02-11,Sock J.,Mannarino A.,1.53,2.37,2014
2014-02-11,Kuznetsov Al.,Goffin D.,3.0,1.36,2014
2014-02-11,Harrison R.,Phau B.,1.44,2.62,2014
2014-02-12,Bogomolov A.,Querrey S.,4.33,1.2,2014
2014-02-12,Kudla D.,Young D.,2.5,1.5,2014
2014-02-12,Russell M.,Smyczek T.,2.1,1.66,2014
2014-02-12,Sock J.,Vesely J.,1.9,1.8,2014
2014-02-12,Bogomolov A.,Harrison R.,2.62,1.44,2014
2014-02-13,Nishikori K.,Becker B.,1.12,6.0,2014
2014-02-13,Kuznetsov Al.,Kukushkin M.,2.62,1.44,2014
2014-02-13,Lu Y.H.,Kudla D.,1.61,2.2,2014
2014-02-14,Hewitt L.,Baghdatis M.,1.44,2.62,2014
2014-02-14,Karlovic I.,Lopez F.,2.0,1.72,2014
2014-02-14,Nishikori K.,Bogomolov A.,1.08,8.0,2014
2014-02-14,Russell M.,Hewitt L.,4.33,1.2,2014
2014-02-14,Lu Y.H.,Kuznetsov Al.,1.36,3.0,2014
2014-02-15,Karlovic I.,Sock J.,1.5,2.5,2014
2014-02-15,Nishikori K.,Russell M.,1.12,6.0,2014
2014-02-15,Karlovic I.,Lu Y.H.,1.72,2.1,2014
2014-02-16,Nishikori K.,Karlovic I.,1.4,3.0,2014
2014-02-10,Mathieu P.H.,Dodig I.,3.0,1.36,2014
2014-02-10,Berrer M.,Huta Galung J.,1.36,3.0,2014
2014-02-10,Berdych T.,Seppi A.,1.06,8.0,2014
2014-02-10,Tsonga J.W.,Mayer F.,1.16,5.0,2014
2014-02-10,Kohlschreiber P.,Stakhovsky S.,1.53,2.37,2014
2014-02-11,Gulbis E.,Istomin D.,1.66,2.1,2014
2014-02-11,Cilic M.,Rosol L.,1.14,5.5,2014
2014-02-11,Sijsling I.,Youzhny M.,2.37,1.53,2014
2014-02-11,Dimitrov G.,Tursunov D.,1.25,3.75,2014
2014-02-11,Janowicz J.,Benneteau J.,1.44,2.62,2014
2014-02-12,Mahut N.,Brands D.,2.1,1.66,2014
2014-02-12,Haas T.,Verdasco F.,1.72,2.0,2014
2014-02-12,Thiem D.,Nieminen J.,2.25,1.57,2014
2014-02-12,Gasquet R.,De Bakker T.,1.11,6.5,2014
2014-02-12,Del Potro J.M.,Monfils G.,1.53,2.37,2014
2014-02-12,Murray A.,Roger-Vasselin E.,1.08,8.0,2014
2014-02-12,Cilic M.,Tsonga J.W.,2.5,1.5,2014
2014-02-13,Gulbis E.,Dimitrov G.,2.37,1.53,2014
2014-02-13,Janowicz J.,Haas T.,1.57,2.25,2014
2014-02-13,Berdych T.,Mahut N.,1.08,8.0,2014
2014-02-13,Del Potro J.M.,Mathieu P.H.,1.07,9.0,2014
2014-02-13,Kohlschreiber P.,Gasquet R.,2.1,1.66,2014
2014-02-13,Murray A.,Thiem D.,1.05,11.0,2014
2014-02-13,Sijsling I.,Berrer M.,1.28,3.5,2014
2014-02-14,Berdych T.,Janowicz J.,1.28,3.5,2014
2014-02-14,Gulbis E.,Del Potro J.M.,3.5,1.28,2014
2014-02-14,Cilic M.,Murray A.,2.5,1.5,2014
2014-02-14,Sijsling I.,Kohlschreiber P.,2.2,1.61,2014
2014-02-15,Berdych T.,Gulbis E.,1.53,2.5,2014
2014-02-15,Cilic M.,Sijsling I.,1.33,3.4,2014
2014-02-16,Berdych T.,Cilic M.,1.44,2.75,2014
2014-02-17,Mannarino A.,Sock J.,2.62,1.44,2014
2014-02-18,Lopez F.,Querrey S.,2.1,1.66,2014
2014-02-18,Anderson K.,Smyczek T.,1.28,3.5,2014
2014-02-18,Baghdatis M.,Vesely J.,1.66,2.1,2014
2014-02-18,Sela D.,Bogomolov A.,1.72,2.0,2014
2014-02-18,Johnson S.,Kukushkin M.,1.57,2.25,2014
2014-02-18,Matosevic M.,Goffin D.,1.83,1.83,2014
2014-02-18,Hewitt L.,Klahn B.,1.66,2.1,2014
2014-02-18,Harrison R.,Lu Y.H.,1.57,2.25,2014
2014-02-18,Haas T.,Odesnik W.,1.25,3.75,2014
2014-02-18,Karlovic I.,Groth S.,1.4,2.75,2014
2014-02-18,Williams R.,Falla A.,1.72,2.0,2014
2014-02-18,Nishikori K.,Elias G.,1.06,10.0,2014
2014-02-19,Isner J.,Russell M.,1.22,4.0,2014
2014-02-19,Cilic M.,Becker B.,1.22,4.0,2014
2014-02-19,Lopez F.,Mannarino A.,1.33,3.25,2014
2014-02-19,Anderson K.,Karlovic I.,1.61,2.2,2014
2014-02-19,Johnson S.,Haas T.,3.5,1.28,2014
2014-02-20,Matosevic M.,Hewitt L.,2.62,1.44,2014
2014-02-20,Cilic M.,Harrison R.,1.14,5.5,2014
2014-02-20,Gabashvili T.,Nishikori K.,6.5,1.11,2014
2014-02-20,Isner J.,Sela D.,1.28,3.5,2014
2014-02-21,Williams R.,Baghdatis M.,2.2,1.61,2014
2014-02-21,Anderson K.,Matosevic M.,1.5,2.62,2014
2014-02-21,Johnson S.,Lopez F.,2.5,1.53,2014
2014-02-21,Cilic M.,Gabashvili T.,1.08,8.0,2014
2014-02-22,Isner J.,Williams R.,1.28,3.75,2014
2014-02-22,Anderson K.,Johnson S.,1.53,2.5,2014
2014-02-23,Cilic M.,Isner J.,1.44,2.75,2014
2014-02-23,Cilic M.,Anderson K.,1.3,3.5,2014
2014-02-17,Kavcic B.,Kokkinakis T.,1.4,2.75,2014
2014-02-18,Davydenko N.,Sijsling I.,2.25,1.57,2014
2014-02-18,Stakhovsky S.,Evans D.,1.66,2.1,2014
2014-02-18,Roger-Vasselin E.,Pavic A.,1.12,6.0,2014
2014-02-18,Dodig I.,Olivetti A.,1.36,3.0,2014
2014-02-18,Kamke T.,Edmund K.,1.25,3.75,2014
2014-02-19,Struff J.L.,Guez D.,1.4,2.75,2014
2014-02-19,Bautista R.,Brown D.,1.4,2.75,2014
2014-02-19,Llodra M.,Lacko L.,1.5,2.5,2014
2014-02-19,Mahut N.,De Schepper K.,1.3,3.4,2014
2014-02-19,Berankis R.,Hajek J.,1.2,4.33,2014
2014-02-19,Benneteau J.,Huta Galung J.,1.16,5.0,2014
2014-02-19,Tsonga J.W.,Davydenko N.,1.16,5.0,2014
2014-02-19,Gasquet R.,Kavcic B.,1.11,6.0,2014
2014-02-20,Roger-Vasselin E.,Stakhovsky S.,1.53,2.37,2014
2014-02-20,Mahut N.,Berankis R.,1.5,2.5,2014
2014-02-20,Dodig I.,Kamke T.,1.44,2.62,2014
2014-02-20,Struff J.L.,Benneteau J.,3.4,1.3,2014
2014-02-20,Gulbis E.,Bautista R.,1.33,3.25,2014
2014-02-20,Llodra M.,Seppi A.,1.53,2.37,2014
2014-02-21,Gasquet R.,Dodig I.,1.36,3.25,2014
2014-02-21,Gulbis E.,Mahut N.,1.4,3.0,2014
2014-02-21,Tsonga J.W.,Roger-Vasselin E.,1.14,5.5,2014
2014-02-21,Struff J.L.,Llodra M.,2.62,1.5,2014
2014-02-22,Gulbis E.,Gasquet R.,2.2,1.66,2014
2014-02-22,Tsonga J.W.,Struff J.L.,1.12,6.0,2014
