Date,Winner,Loser,B365W,B365L,Year
2017-03-10,Herbert P.H.,Bellucci T.,1.57,2.25,2017
2017-03-10,Youzhny M.,Medvedev D.,2.62,1.44,2017
2017-03-10,Vesely J.,Olivo R.,1.4,2.75,2017
2017-03-10,Anderson K.,Gaio F.,1.16,5.0,2017
2017-03-10,Fritz T.,Paire B.,1.72,2.0,2017
2017-03-10,Edmund K.,Elias G.,1.25,3.75,2017
2017-03-10,Laaksonen H.,Coric B.,4.0,1.22,2017
2017-03-10,Jaziri M.,Mahut N.,1.83,1.83,2017
2017-03-10,Evans D.,Brown D.,1.28,3.5,2017
2017-03-11,Robert S.,Sela D.,4.0,1.22,2017
2017-03-11,Young D.,Kozlov S.,1.36,3.0,2017
2017-03-11,Struff J.L.,Giraldo S.,1.66,2.1,2017
2017-03-11,Pella G.,Garcia-Lopez G.,2.0,1.72,2017
2017-03-11,Delbonis F.,Kuznetsov An.,2.1,1.66,2017
2017-03-11,Zeballos H.,Copil M.,3.25,1.33,2017
2017-03-11,Bagnis F.,Benneteau J.,4.5,1.18,2017
2017-03-11,Thiem D.,Chardy J.,1.18,4.5,2017
2017-03-11,Nishioka Y.,Karlovic I.,2.1,1.66,2017
2017-03-11,Fognini F.,Tsonga J.W.,6.5,1.11,2017
2017-03-11,Goffin D.,Khachanov K.,1.2,4.33,2017
2017-03-11,Isner J.,Kukushkin M.,1.2,4.33,2017
2017-03-11,Carreno Busta P.,Gojowczyk P.,1.4,2.75,2017
2017-03-11,Kohlschreiber P.,Dolgopolov O.,1.72,2.0,2017
2017-03-11,Berdych T.,Fratangelo B.,1.14,5.5,2017
2017-03-11,Lajovic D.,Lopez F.,2.37,1.53,2017
2017-03-11,Zverev M.,Sousa J.,1.8,1.9,2017
2017-03-12,Ramos-Vinolas A.,Dzumhur D.,1.83,1.83,2017
2017-03-12,Monfils G.,King D.,1.1,7.0,2017
2017-03-12,Bautista Agut R.,Mannarino A.,1.22,4.0,2017
2017-03-12,Cuevas P.,Klizan M.,2.0,1.72,2017
2017-03-12,Wawrinka S.,Lorenzi P.,1.14,5.5,2017
2017-03-12,Pospisil V.,Murray A.,13.0,1.04,2017
2017-03-12,Nishikori K.,Evans D.,1.18,4.5,2017
2017-03-12,Jaziri M.,Granollers M.,1.61,2.2,2017
2017-03-12,Muller G.,Vesely J.,1.25,3.75,2017
2017-03-12,Zverev A.,Bagnis F.,1.1,7.0,2017
2017-03-12,Pouille L.,Struff J.L.,1.33,3.25,2017
2017-03-12,Nadal R.,Pella G.,1.04,13.0,2017
2017-03-12,Dimitrov G.,Youzhny M.,1.1,7.0,2017
2017-03-12,Young D.,Querrey S.,3.25,1.33,2017
2017-03-12,Del Potro J.M.,Delbonis F.,1.18,4.5,2017
2017-03-12,Kyrgios N.,Zeballos H.,1.1,7.0,2017
2017-03-12,Verdasco F.,Herbert P.H.,1.4,2.75,2017
2017-03-13,Djokovic N.,Edmund K.,1.07,9.0,2017
2017-03-13,Johnson S.,Anderson K.,1.72,2.0,2017
2017-03-13,Federer R.,Robert S.,1.02,17.0,2017
2017-03-13,Fritz T.,Cilic M.,3.5,1.28,2017
2017-03-13,Sock J.,Laaksonen H.,1.11,6.5,2017
2017-03-13,Thiem D.,Zverev M.,1.36,3.0,2017
2017-03-13,Carreno Busta P.,Bautista Agut R.,3.0,1.4,2017
2017-03-13,Nishioka Y.,Berdych T.,4.33,1.22,2017
2017-03-13,Lajovic D.,Pospisil V.,2.37,1.57,2017
2017-03-13,Wawrinka S.,Kohlschreiber P.,1.4,3.0,2017
2017-03-14,Goffin D.,Ramos-Vinolas A.,1.2,4.5,2017
2017-03-14,Cuevas P.,Fognini F.,2.0,1.8,2017
2017-03-14,Monfils G.,Isner J.,1.72,2.1,2017
2017-03-14,Young D.,Pouille L.,3.25,1.33,2017
2017-03-14,Nishikori K.,Muller G.,1.22,4.33,2017
2017-03-14,Nadal R.,Verdasco F.,1.2,4.5,2017
2017-03-14,Jaziri M.,Fritz T.,2.2,1.61,2017
2017-03-14,Kyrgios N.,Zverev A.,1.5,2.62,2017
2017-03-15,Federer R.,Johnson S.,1.11,6.5,2017
2017-03-15,Sock J.,Dimitrov G.,2.75,1.44,2017
2017-03-15,Djokovic N.,Del Potro J.M.,1.36,3.25,2017
2017-03-15,Nishikori K.,Young D.,1.07,7.5,2017
2017-03-15,Carreno Busta P.,Lajovic D.,1.36,3.2,2017
2017-03-15,Cuevas P.,Goffin D.,3.5,1.3,2017
2017-03-15,Kyrgios N.,Djokovic N.,3.0,1.4,2017
2017-03-15,Sock J.,Jaziri M.,1.28,3.75,2017
2017-03-16,Federer R.,Nadal R.,2.25,1.61,2017
2017-03-16,Wawrinka S.,Nishioka Y.,1.14,5.5,2017
2017-03-16,Thiem D.,Monfils G.,2.0,1.8,2017
2017-03-16,Carreno Busta P.,Cuevas P.,1.8,2.0,2017
2017-03-17,Wawrinka S.,Thiem D.,1.8,2.0,2017
2017-03-17,Federer R.,Kyrgios N.,1.53,2.5,2017
2017-03-17,Sock J.,Nishikori K.,3.0,1.4,2017
2017-03-18,Wawrinka S.,Carreno Busta P.,1.25,4.0,2017
2017-03-18,Federer R.,Sock J.,1.25,4.0,2017
2017-03-19,Federer R.,Wawrinka S.,1.36,3.25,2017
2017-03-22,Paire B.,Klizan M.,2.2,1.61,2017
2017-03-22,Mahut N.,Mmoh M.,1.66,2.1,2017
2017-03-22,Nishioka Y.,Thompson J.,1.36,3.0,2017
2017-03-22,Chardy J.,Bagnis F.,1.28,3.5,2017
2017-03-22,Fognini F.,Harrison R.,2.1,1.66,2017
2017-03-22,Young D.,Brown D.,1.4,2.75,2017
2017-03-22,Escobedo E.,Evans D.,2.62,1.44,2017
2017-03-22,Struff J.L.,Bedene A.,2.5,1.5,2017
2017-03-22,Vesely J.,Haas T.,1.4,2.75,2017
2017-03-22,Delbonis F.,Monaco J.,1.57,2.25,2017
2017-03-22,Sela D.,Harrison C.,1.36,3.0,2017
2017-03-22,Troicki V.,Monteiro T.,1.28,3.5,2017
2017-03-22,Donaldson J.,Edmund K.,3.5,1.28,2017
2017-03-22,Anderson K.,Lajovic D.,1.44,2.62,2017
2017-03-22,Fritz T.,Pavlasek A.,1.18,4.5,2017
2017-03-23,Pella G.,Smyczek T.,2.25,1.57,2017
2017-03-23,Robredo T.,Basilashvili N.,2.25,1.57,2017
2017-03-23,Mannarino A.,Becker B.,1.36,3.0,2017
2017-03-23,Lu Y.H.,Ruud C.,1.4,2.75,2017
2017-03-23,Coric B.,Granollers M.,1.44,2.62,2017
2017-03-23,Dzumhur D.,Chung H.,1.57,2.25,2017
2017-03-23,Seppi A.,Albot R.,1.66,2.1,2017
2017-03-23,Schwartzman D.,Khachanov K.,2.1,1.66,2017
2017-03-23,Zeballos H.,Elias G.,1.53,2.37,2017
2017-03-23,Rublev A.,Mayer F.,1.44,2.62,2017
2017-03-23,Tiafoe F.,Kravchuk K.,1.25,3.75,2017
2017-03-23,King D.,Lacko L.,2.0,1.72,2017
2017-03-23,Haase R.,Ymer M.,1.25,3.75,2017
2017-03-23,Kuznetsov An.,Istomin D.,2.0,1.72,2017
2017-03-23,Kukushkin M.,Youzhny M.,1.61,2.2,2017
2017-03-24,Bellucci T.,Robert S.,1.28,3.5,2017
2017-03-24,Jaziri M.,Dolgopolov O.,2.0,1.72,2017
2017-03-24,Chardy J.,Cilic M.,3.5,1.28,2017
2017-03-24,Kohlschreiber P.,Fritz T.,1.5,2.5,2017
2017-03-24,Raonic M.,Troicki V.,1.16,5.0,2017
2017-03-24,Vesely J.,Ramos-Vinolas A.,2.75,1.4,2017
2017-03-24,Fognini F.,Sousa J.,1.72,2.0,2017
2017-03-24,Nishikori K.,Anderson K.,1.18,4.5,2017
2017-03-24,Delbonis F.,Carreno Busta P.,2.75,1.4,2017
2017-03-24,Donaldson J.,Zverev M.,2.25,1.57,2017
2017-03-24,Paire B.,Cuevas P.,2.5,1.5,2017
2017-03-24,Mahut N.,Johnson S.,3.0,1.36,2017
2017-03-24,Nadal R.,Sela D.,1.05,11.0,2017
2017-03-25,Sock J.,Nishioka Y.,1.25,3.75,2017
2017-03-25,Pella G.,Dimitrov G.,8.0,1.08,2017
2017-03-25,Verdasco F.,Escobedo E.,1.36,3.0,2017
2017-03-25,Young D.,Pouille L.,2.75,1.4,2017
2017-03-25,Struff J.L.,Simon G.,3.0,1.36,2017
2017-03-25,Schwartzman D.,Ferrer D.,2.1,1.66,2017
2017-03-25,Muller G.,Seppi A.,1.57,2.25,2017
2017-03-25,Wawrinka S.,Zeballos H.,1.08,8.0,2017
2017-03-25,Goffin D.,King D.,1.08,8.0,2017
2017-03-25,Berdych T.,Rublev A.,1.2,4.33,2017
2017-03-25,Mannarino A.,Lorenzi P.,1.57,2.25,2017
2017-03-25,Querrey S.,Robredo T.,1.28,3.5,2017
2017-03-25,Jaziri M.,Lopez F.,1.72,2.0,2017
2017-03-25,Isner J.,Bellucci T.,1.3,3.4,2017
2017-03-25,Federer R.,Tiafoe F.,1.05,11.0,2017
2017-03-25,Zverev A.,Lu Y.H.,1.25,3.75,2017
2017-03-25,Coric B.,Thiem D.,4.0,1.25,2017
2017-03-25,Karlovic I.,Kuznetsov An.,1.83,1.83,2017
2017-03-26,Bautista Agut R.,Kukushkin M.,1.25,3.75,2017
2017-03-26,Del Potro J.M.,Haase R.,1.14,5.5,2017
2017-03-26,Kyrgios N.,Dzumhur D.,1.16,5.0,2017
2017-03-26,Delbonis F.,Struff J.L.,2.1,1.72,2017
2017-03-26,Nishikori K.,Verdasco F.,1.25,4.0,2017
2017-03-26,Donaldson J.,Raonic M.,7.0,1.1,2017
2017-03-26,Mahut N.,Pella G.,1.66,2.2,2017
2017-03-26,Young D.,Paire B.,1.9,1.9,2017
2017-03-26,Fognini F.,Chardy J.,1.8,2.0,2017
2017-03-26,Nadal R.,Kohlschreiber P.,1.14,5.5,2017
2017-03-27,Sock J.,Vesely J.,1.2,4.5,2017
2017-03-27,Berdych T.,Muller G.,1.4,3.0,2017
2017-03-27,Bautista Agut R.,Querrey S.,1.61,2.3,2017
2017-03-27,Mannarino A.,Coric B.,2.5,1.53,2017
2017-03-27,Federer R.,Del Potro J.M.,1.36,3.25,2017
2017-03-27,Kyrgios N.,Karlovic I.,1.2,4.5,2017
2017-03-27,Zverev A.,Isner J.,1.57,2.37,2017
2017-03-28,Goffin D.,Schwartzman D.,1.28,3.75,2017
2017-03-28,Wawrinka S.,Jaziri M.,1.14,5.5,2017
2017-03-28,Fognini F.,Young D.,2.0,1.8,2017
2017-03-28,Nishikori K.,Delbonis F.,1.1,7.0,2017
2017-03-28,Sock J.,Donaldson J.,1.25,4.0,2017
2017-03-28,Berdych T.,Mannarino A.,1.16,5.0,2017
2017-03-28,Nadal R.,Mahut N.,1.08,8.0,2017
2017-03-28,Federer R.,Bautista Agut R.,1.1,7.0,2017
2017-03-28,Zverev A.,Wawrinka S.,2.5,1.53,2017
2017-03-29,Kyrgios N.,Goffin D.,1.4,3.0,2017
2017-03-29,Fognini F.,Nishikori K.,3.25,1.36,2017
2017-03-30,Nadal R.,Sock J.,1.4,3.0,2017
2017-03-30,Federer R.,Berdych T.,1.16,5.0,2017
2017-03-31,Kyrgios N.,Zverev A.,1.44,2.75,2017
2017-03-31,Nadal R.,Fognini F.,1.16,5.0,2017
2017-04-01,Federer R.,Kyrgios N.,1.53,2.5,2017
2017-01-02,Federer R.,Nadal R.,1.66,2.2,2017
2017-04-10,Kicker N.,Rubin N.,1.83,1.83,2017
2017-04-11,Haas T.,Opelka R.,2.2,1.61,2017
2017-04-11,Brown D.,Monaco J.,2.25,1.57,2017
2017-04-12,Gonzalez M.,Donaldson J.,1.83,1.83,2017
2017-04-12,Zeballos H.,Dutra Silva R.,2.25,1.57,2017
2017-04-12,Verdasco F.,Anderson K.,1.36,3.0,2017
2017-04-12,Monteiro T.,Young D.,2.1,1.66,2017
2017-04-12,Mayer L.,Pavlasek A.,1.36,3.0,2017
2017-04-12,Chung H.,Estrella Burgos V.,1.66,2.1,2017
2017-04-12,Bellucci T.,Tiafoe F.,1.57,2.25,2017
2017-04-12,Escobedo E.,Sandgren T.,1.72,2.0,2017
2017-04-13,Lopez F.,Fratangelo B.,1.57,2.25,2017
2017-04-13,Isner J.,Mayer L.,1.44,2.62,2017
2017-04-13,Verdasco F.,Kicker N.,1.16,5.0,2017
2017-04-13,Escobedo E.,Monteiro T.,2.37,1.53,2017
2017-04-13,Johnson S.,Brown D.,1.72,2.0,2017
2017-04-13,Querrey S.,Zeballos H.,1.4,2.75,2017
2017-04-13,Bellucci T.,Gonzalez M.,1.44,2.62,2017
2017-04-14,Sock J.,Haas T.,1.12,6.0,2017
2017-04-14,Lopez F.,Chung H.,1.57,2.25,2017
2017-04-14,Escobedo E.,Isner J.,3.5,1.3,2017
2017-04-14,Bellucci T.,Querrey S.,2.75,1.44,2017
2017-04-14,Johnson S.,Verdasco F.,3.25,1.36,2017
2017-04-15,Sock J.,Lopez F.,1.33,3.4,2017
2017-04-15,Bellucci T.,Escobedo E.,1.5,2.62,2017
2017-04-15,Johnson S.,Sock J.,2.75,1.44,2017
2017-04-16,Johnson S.,Bellucci T.,1.57,2.37,2017
2017-04-10,Struff J.L.,Daniel T.,1.72,2.0,2017
2017-04-10,Djere L.,Klizan M.,3.4,1.3,2017
2017-04-10,Robredo T.,Stakhovsky S.,1.4,2.75,2017
2017-04-10,Albot R.,Almagro N.,2.37,1.53,2017
2017-04-11,Coric B.,Schwartzman D.,2.37,1.53,2017
2017-04-11,Ahouda A.,Granollers M.,17.0,1.02,2017
2017-04-11,El Amrani R.,Delbonis F.,11.0,1.05,2017
2017-04-11,Quinzi G.,Mathieu P.H.,2.62,1.44,2017
2017-04-12,Chardy J.,Jaziri M.,1.53,2.37,2017
2017-04-12,Lorenzi P.,Garcia-Lopez G.,2.1,1.66,2017
2017-04-12,Paire B.,Berlocq C.,1.72,2.0,2017
2017-04-12,Coric B.,El Amrani R.,1.1,7.0,2017
2017-04-12,Ramos-Vinolas A.,Djere L.,1.22,4.0,2017
2017-04-13,Paire B.,Albot R.,1.53,2.37,2017
2017-04-13,Vesely J.,Zverev M.,1.5,2.5,2017
2017-04-13,Robredo T.,Dimitrov G.,3.75,1.25,2017
2017-04-13,Lorenzi P.,Quinzi G.,1.3,3.4,2017
2017-04-13,Struff J.L.,Ahouda A.,1.06,10.0,2017
2017-04-13,Kohlschreiber P.,Chardy J.,1.61,2.2,2017
2017-04-14,Coric B.,Ramos-Vinolas A.,2.37,1.57,2017
2017-04-14,Vesely J.,Lorenzi P.,1.61,2.3,2017
2017-04-14,Kohlschreiber P.,Struff J.L.,1.4,3.0,2017
2017-04-14,Paire B.,Robredo T.,1.57,2.37,2017
2017-04-15,Coric B.,Vesely J.,1.57,2.37,2017
2017-04-15,Kohlschreiber P.,Paire B.,1.66,2.2,2017
2017-04-16,Coric B.,Kohlschreiber P.,2.75,1.44,2017
2017-04-16,Goffin D.,Darcis S.,1.16,5.0,2017
2017-04-16,Sousa J.,Mayer F.,1.25,3.75,2017
2017-04-16,Simon G.,Jaziri M.,1.44,2.62,2017
2017-04-17,Bautista Agut R.,Basilashvili N.,1.14,5.5,2017
2017-04-17,Schwartzman D.,Tomic B.,1.16,5.0,2017
2017-04-17,Cuevas P.,Troicki V.,1.44,2.62,2017
2017-04-17,Almagro N.,Klizan M.,2.25,1.57,2017
2017-04-17,Zverev A.,Seppi A.,1.16,5.0,2017
2017-04-17,Mannarino A.,Garcia-Lopez G.,2.5,1.5,2017
2017-04-17,Edmund K.,Evans D.,1.18,4.5,2017
2017-04-17,Carreno Busta P.,Fognini F.,1.61,2.2,2017
2017-04-17,Ramos-Vinolas A.,Olivo R.,1.22,4.0,2017
2017-04-17,Berdych T.,Kuznetsov An.,1.22,4.0,2017
2017-04-18,Muller G.,Robredo T.,2.62,1.44,2017
2017-04-18,Pouille L.,Harrison R.,1.22,4.0,2017
2017-04-18,Struff J.L.,Ruud C.,1.28,3.5,2017
2017-04-18,Lorenzi P.,Granollers M.,1.44,2.62,2017
2017-04-18,Haas T.,Paire B.,4.0,1.22,2017
2017-04-18,Vesely J.,Zverev M.,1.36,3.0,2017
2017-04-18,Khachanov K.,Mahut N.,1.44,2.62,2017
2017-04-18,Berlocq C.,Herbert P.H.,1.3,3.4,2017
2017-04-18,Chardy J.,Coric B.,1.72,2.0,2017
2017-04-18,Lopez F.,Medvedev D.,1.53,2.37,2017
2017-04-18,Djokovic N.,Simon G.,1.08,8.0,2017
2017-04-18,Mannarino A.,Tsonga J.W.,5.5,1.14,2017
2017-04-18,Cuevas P.,Sousa J.,1.4,2.75,2017
2017-04-18,Goffin D.,Almagro N.,1.18,4.5,2017
2017-04-19,Berdych T.,Haas T.,1.12,6.0,2017
2017-04-19,Carreno Busta P.,Khachanov K.,1.36,3.0,2017
2017-04-19,Thiem D.,Haase R.,1.2,4.33,2017
2017-04-19,Wawrinka S.,Vesely J.,1.18,4.5,2017
2017-04-19,Zverev A.,Lopez F.,1.22,4.0,2017
2017-04-19,Ramos-Vinolas A.,Berlocq C.,1.44,2.62,2017
2017-04-19,Murray A.,Muller G.,1.1,7.0,2017
2017-04-19,Cilic M.,Chardy J.,1.72,2.0,2017
2017-04-19,Pouille L.,Lorenzi P.,1.33,3.25,2017
2017-04-19,Nadal R.,Edmund K.,1.05,11.0,2017
2017-04-19,Schwartzman D.,Bautista Agut R.,2.5,1.5,2017
2017-04-19,Struff J.L.,Dimitrov G.,3.25,1.33,2017
2017-04-20,Cilic M.,Berdych T.,1.72,2.1,2017
2017-04-20,Ramos-Vinolas A.,Murray A.,4.5,1.2,2017
2017-04-20,Pouille L.,Mannarino A.,1.2,4.5,2017
2017-04-20,Cuevas P.,Wawrinka S.,2.75,1.44,2017
2017-04-20,Goffin D.,Thiem D.,2.37,1.57,2017
2017-04-20,Nadal R.,Zverev A.,1.36,3.25,2017
2017-04-20,Schwartzman D.,Struff J.L.,1.5,2.62,2017
2017-04-20,Djokovic N.,Carreno Busta P.,1.12,6.0,2017
2017-04-21,Ramos-Vinolas A.,Cilic M.,2.62,1.5,2017
2017-04-21,Pouille L.,Cuevas P.,2.37,1.57,2017
2017-04-21,Goffin D.,Djokovic N.,3.4,1.33,2017
2017-04-21,Nadal R.,Schwartzman D.,1.07,9.0,2017
2017-04-22,Ramos-Vinolas A.,Pouille L.,2.1,1.72,2017
2017-04-22,Nadal R.,Goffin D.,1.25,4.0,2017
2017-04-23,Nadal R.,Ramos-Vinolas A.,1.1,7.0,2017
2017-04-24,Edmund K.,Chardy J.,1.53,2.37,2017
2017-04-24,Seppi A.,Ymer M.,1.44,2.62,2017
2017-04-24,Evans D.,Monteiro T.,2.75,1.4,2017
2017-04-24,Sugita Y.,Robredo T.,4.0,1.22,2017
2017-04-24,Montanes A.,Garcia-Lopez G.,4.0,1.22,2017
2017-04-24,Ruud C.,Albot R.,1.4,2.75,2017
2017-04-24,Granollers M.,Jaziri M.,1.9,1.8,2017
2017-04-24,Almagro N.,Diez S.,1.22,4.0,2017
2017-04-24,Anderson K.,Berlocq C.,1.72,2.0,2017
2017-04-25,Basilashvili N.,Daniel T.,1.83,1.83,2017
2017-04-25,Tomic B.,Brown D.,2.37,1.53,2017
2017-04-25,Struff J.L.,Herbert P.H.,1.28,3.5,2017
2017-04-25,Chung H.,Istomin D.,1.44,2.62,2017
2017-04-25,Khachanov K.,Bellucci T.,1.72,2.0,2017
2017-04-25,Dutra Silva R.,Olivo R.,1.57,2.25,2017
2017-04-25,Zeballos H.,Giraldo S.,2.0,1.72,2017
2017-04-25,Thiem D.,Edmund K.,1.3,3.4,2017
2017-04-25,Zverev A.,Almagro N.,1.22,4.0,2017
2017-04-25,Sugita Y.,Gasquet R.,6.0,1.12,2017
2017-04-25,Anderson K.,Ferrer D.,2.2,1.61,2017
2017-04-25,Evans D.,Zverev M.,1.72,2.0,2017
2017-04-25,Carreno Busta P.,Seppi A.,1.22,4.0,2017
2017-04-25,Paire B.,Granollers M.,1.5,2.5,2017
2017-04-26,Murray A.,Tomic B.,1.07,9.0,2017
2017-04-26,Lopez F.,Montanes A.,1.28,3.5,2017
2017-04-26,Chung H.,Kohlschreiber P.,3.25,1.33,2017
2017-04-26,Goffin D.,Basilashvili N.,1.12,6.0,2017
2017-04-26,Nadal R.,Dutra Silva R.,1.01,26.0,2017
2017-04-26,Zeballos H.,Sousa J.,2.75,1.4,2017
2017-04-26,Khachanov K.,Cuevas P.,2.75,1.4,2017
2017-04-26,Bautista Agut R.,Struff J.L.,1.36,3.0,2017
2017-04-26,Ramos-Vinolas A.,Ruud C.,1.3,3.4,2017
2017-04-27,Thiem D.,Evans D.,1.1,7.0,2017
2017-04-27,Nadal R.,Anderson K.,1.05,11.0,2017
2017-04-27,Sugita Y.,Carreno Busta P.,7.0,1.1,2017
2017-04-27,Khachanov K.,Goffin D.,4.0,1.25,2017
2017-04-27,Chung H.,Zverev A.,4.0,1.25,2017
2017-04-27,Murray A.,Lopez F.,1.11,6.5,2017
2017-04-27,Zeballos H.,Paire B.,2.37,1.57,2017
2017-04-27,Ramos-Vinolas A.,Bautista Agut R.,2.2,1.66,2017
2017-04-28,Thiem D.,Sugita Y.,1.1,7.0,2017
2017-04-28,Murray A.,Ramos-Vinolas A.,1.28,3.75,2017
2017-04-28,Nadal R.,Chung H.,1.03,15.0,2017
2017-04-28,Zeballos H.,Khachanov K.,3.0,1.4,2017
2017-04-29,Thiem D.,Murray A.,2.1,1.72,2017
2017-04-29,Nadal R.,Zeballos H.,1.03,15.0,2017
2017-04-30,Nadal R.,Thiem D.,1.25,4.0,2017
2017-04-24,Dzumhur D.,Darcis S.,1.83,1.83,2017
2017-04-24,Djere L.,Medvedev D.,1.9,1.8,2017
2017-04-24,Lorenzi P.,Kukushkin M.,1.4,2.75,2017
2017-04-24,Klizan M.,Marterer M.,1.5,2.5,2017
2017-04-24,Troicki V.,Donskoy E.,1.44,2.62,2017
2017-04-25,Stakhovsky S.,Mayer F.,1.83,1.83,2017
2017-04-25,Bedene A.,Copil M.,1.16,4.5,2017
2017-04-25,Fratangelo B.,Simon G.,3.4,1.3,2017
2017-04-25,Vesely J.,Coric B.,2.62,1.44,2017
2017-04-25,Haase R.,Schwartzman D.,2.75,1.4,2017
2017-04-25,Kuznetsov An.,Harrison R.,1.4,2.75,2017
2017-04-25,Fucsovics M.,Youzhny M.,1.9,1.8,2017
2017-04-26,Djere L.,Troicki V.,3.0,1.36,2017
2017-04-26,Bedene A.,Haase R.,1.66,2.1,2017
2017-04-26,Karlovic I.,Dzumhur D.,2.5,1.5,2017
2017-04-26,Verdasco F.,Fucsovics M.,1.25,3.75,2017
2017-04-27,Lorenzi P.,Stakhovsky S.,1.28,3.5,2017
2017-04-27,Kuznetsov An.,Fognini F.,2.25,1.57,2017
2017-04-27,Pouille L.,Vesely J.,1.4,2.75,2017
2017-04-27,Klizan M.,Fratangelo B.,1.4,2.75,2017
2017-04-28,Bedene A.,Karlovic I.,1.36,3.25,2017
2017-04-28,Djere L.,Verdasco F.,3.75,1.28,2017
2017-04-28,Lorenzi P.,Kuznetsov An.,2.1,1.72,2017
2017-04-28,Pouille L.,Klizan M.,1.57,2.37,2017
2017-04-29,Bedene A.,Djere L.,1.25,4.0,2017
2017-04-29,Pouille L.,Lorenzi P.,1.3,3.5,2017
2017-04-30,Pouille L.,Bedene A.,1.57,2.37,2017
2017-05-01,Robredo T.,Donskoy E.,1.57,2.25,2017
2017-05-01,Elias G.,Jaziri M.,1.44,2.62,2017
2017-05-01,Anderson K.,Caruso S.,1.28,3.5,2017
2017-05-01,Silva F.F.,Istomin D.,4.0,1.22,2017
2017-05-02,Daniel T.,Olivo R.,1.44,2.62,2017
2017-05-02,Almagro N.,Paire B.,1.72,2.0,2017
2017-05-02,Domingues J.,Edmund K.,6.0,1.12,2017
2017-05-02,Fratangelo B.,Sousa J.,3.0,1.36,2017
2017-05-02,Berlocq C.,Ymer E.,1.33,3.25,2017
2017-05-02,Harrison R.,Garcia-Lopez G.,2.0,1.72,2017
2017-05-02,Del Potro J.M.,Sugita Y.,1.16,5.0,2017
2017-05-02,Sousa P.,Mathieu P.H.,2.1,1.66,2017
2017-05-03,Carreno Busta P.,Robredo T.,1.25,3.75,2017
2017-05-03,Almagro N.,Elias G.,1.4,2.75,2017
2017-05-03,Gasquet R.,Berlocq C.,1.36,3.0,2017
2017-05-03,Anderson K.,Domingues J.,1.18,4.5,2017
2017-05-04,Muller G.,Sousa P.,1.5,2.5,2017
2017-05-04,Ferrer D.,Silva F.F.,1.16,5.0,2017
2017-05-04,Daniel T.,Fratangelo B.,2.25,1.57,2017
2017-05-05,Harrison R.,Del Potro J.M.,6.0,1.12,2017
2017-05-05,Carreno Busta P.,Almagro N.,1.8,2.0,2017
2017-05-05,Ferrer D.,Harrison R.,1.44,2.75,2017
2017-05-05,Anderson K.,Gasquet R.,2.62,1.5,2017
2017-05-05,Muller G.,Daniel T.,1.61,2.3,2017
2017-05-06,Carreno Busta P.,Ferrer D.,1.57,2.37,2017
2017-05-06,Muller G.,Anderson K.,2.1,1.72,2017
2017-05-07,Carreno Busta P.,Muller G.,1.36,3.25,2017
2017-05-01,Vesely J.,Granollers M.,1.53,2.37,2017
2017-05-01,Thompson J.,Menendez-Maceiras A.,1.8,1.9,2017
2017-05-01,Darcis S.,Sela D.,1.16,5.0,2017
2017-05-01,Dutra Silva R.,Bellotti R.,1.28,3.5,2017
2017-05-01,Youzhny M.,Ilkel C.,1.16,5.0,2017
2017-05-01,Tomic B.,Safwat M.,1.36,3.0,2017
2017-05-02,Dzumhur D.,Tsitsipas S.,1.4,2.75,2017
2017-05-02,Djere L.,Brands D.,1.5,2.5,2017
2017-05-02,Bedene A.,Fucsovics M.,1.33,3.25,2017
2017-05-02,Khachanov K.,Basilashvili N.,1.53,2.37,2017
2017-05-02,Troicki V.,Baghdatis M.,1.3,3.4,2017
2017-05-02,Lajovic D.,Coric B.,3.0,1.36,2017
2017-05-03,Tomic B.,Dutra Silva R.,2.5,1.5,2017
2017-05-03,Cilic M.,Dzumhur D.,1.28,3.5,2017
2017-05-03,Darcis S.,Vesely J.,2.37,1.53,2017
2017-05-03,Raonic M.,Bedene A.,1.36,3.0,2017
2017-05-04,Schwartzman D.,Thompson J.,1.2,4.33,2017
2017-05-04,Lajovic D.,Youzhny M.,1.4,2.75,2017
2017-05-04,Djere L.,Lorenzi P.,2.37,1.53,2017
2017-05-04,Troicki V.,Khachanov K.,2.25,1.57,2017
2017-05-05,Schwartzman D.,Lajovic D.,1.28,3.75,2017
2017-05-05,Cilic M.,Darcis S.,1.25,4.0,2017
2017-05-05,Raonic M.,Tomic B.,1.14,5.5,2017
2017-05-05,Troicki V.,Djere L.,1.61,2.3,2017
2017-05-06,Cilic M.,Schwartzman D.,1.61,2.3,2017
2017-05-06,Raonic M.,Troicki V.,1.28,3.75,2017
2017-05-07,Cilic M.,Raonic M.,2.0,1.8,2017
2017-05-01,Struff J.L.,Masur D.,1.11,6.5,2017
2017-05-01,Bellucci T.,Kukushkin M.,1.4,2.75,2017
2017-05-01,Haas T.,Stakhovsky S.,1.33,3.25,2017
2017-05-01,Hanfmann Y.,Melzer G.,2.25,1.57,2017
2017-05-02,Chardy J.,Kovalik J.,1.44,2.62,2017
2017-05-02,Chung H.,Marterer M.,1.4,2.75,2017
2017-05-02,Copil M.,Monteiro T.,2.62,1.44,2017
2017-05-02,Zeballos H.,Seppi A.,1.61,2.2,2017
2017-05-02,Zverev M.,Brown D.,1.72,2.0,2017
2017-05-02,Klizan M.,Kicker N.,1.25,3.75,2017
2017-05-02,Pella G.,Stebe C.M.,1.44,2.62,2017
